job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown,age,balance,day,duration,campaign,pdays,previous,INDEX,TARGET
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6666666666666666,-0.1002805049088359,-0.4166666666666667,1.2543859649122806,0.5,0.0,0.0,1712,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6666666666666666,-0.0336605890603085,1.1666666666666667,1.0,0.5,0.0,0.0,2169,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5333333333333333,2.769985974754558,-0.5,2.719298245614035,-0.5,191.0,1.0,3889,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.5333333333333333,0.5988779803646563,1.0,0.1403508771929824,1.5,0.0,0.0,1587,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2666666666666666,-0.3113604488078541,0.5833333333333334,-0.5701754385964912,1.0,0.0,0.0,1234,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.3333333333333333,-0.2741935483870967,-0.9166666666666666,-0.7192982456140351,-0.5,0.0,0.0,3103,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,-0.0091164095371669,-1.1666666666666667,0.1184210526315789,-0.5,250.0,2.0,4428,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0666666666666669,-0.1739130434782608,-0.1666666666666666,1.1842105263157894,5.5,0.0,0.0,1563,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666666,-0.1984572230014025,0.1666666666666666,-0.6228070175438597,1.0,0.0,0.0,1367,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8666666666666667,2.1753155680224405,-0.6666666666666666,-0.4210526315789473,-0.5,0.0,0.0,2125,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,-0.155680224403927,-0.9166666666666666,-0.043859649122807,2.5,0.0,0.0,1172,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1333333333333333,-0.6220196353436185,-0.5833333333333334,0.0,0.0,0.0,0.0,1794,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1.312061711079944,0.1666666666666666,-0.1491228070175438,4.0,0.0,0.0,3839,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.4,-0.3169705469845722,1.0,-0.4473684210526316,5.0,0.0,0.0,2141,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.1333333333333333,-0.3169705469845722,-0.8333333333333334,0.1798245614035087,-0.5,364.0,3.0,1833,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,-0.1690042075736325,0.25,0.0657894736842105,0.0,0.0,0.0,550,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2,-0.3218793828892005,1.25,-0.631578947368421,2.0,0.0,0.0,2508,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0666666666666666,-0.3134642356241234,0.1666666666666666,0.1491228070175438,0.5,0.0,0.0,1006,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7333333333333333,-0.3141654978962132,0.0833333333333333,0.1666666666666666,-0.5,97.0,2.0,353,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2666666666666666,-0.6430575035063114,0.5833333333333334,-0.0833333333333333,-0.5,0.0,0.0,175,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2666666666666666,-0.1009817671809256,0.5,-0.4736842105263157,0.0,0.0,0.0,155,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,-0.1030855539971949,-0.5,2.8464912280701755,4.0,0.0,0.0,218,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6,-0.1921458625525946,0.0833333333333333,0.5921052631578947,1.0,0.0,0.0,3435,0
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.2,-0.4074333800841515,1.0833333333333333,-0.2807017543859649,0.5,0.0,0.0,1267,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0666666666666666,0.4130434782608695,-0.3333333333333333,-0.4912280701754385,-0.5,0.0,0.0,1578,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.2666666666666666,-0.3169705469845722,-0.5833333333333334,-0.6271929824561403,-0.5,0.0,0.0,2788,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1333333333333333,2.11781206171108,0.3333333333333333,0.6447368421052632,-0.5,184.0,3.0,1928,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.2,0.623422159887798,-0.6666666666666666,0.6754385964912281,0.0,0.0,0.0,4177,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.2896213183730715,-0.25,-0.6929824561403509,1.5,0.0,0.0,1408,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4666666666666667,0.9361851332398315,-0.3333333333333333,-0.4298245614035088,1.0,358.0,4.0,2961,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,-0.3849929873772791,-0.8333333333333334,-0.4078947368421052,0.0,0.0,0.0,3707,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.6143057503506312,-0.8333333333333334,0.6754385964912281,-0.5,0.0,0.0,495,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.9333333333333332,1.1956521739130437,0.4166666666666667,0.6754385964912281,-0.5,0.0,0.0,3808,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667,0.7699859747545582,0.0,-0.2587719298245614,0.0,150.0,8.0,685,0
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.5333333333333333,0.4446002805049088,0.3333333333333333,0.986842105263158,-0.5,0.0,0.0,2078,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8666666666666667,-0.2643758765778401,0.25,0.7280701754385965,-0.5,0.0,0.0,4419,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.2666666666666666,2.8492286115007013,0.25,-0.3815789473684211,0.0,0.0,0.0,400,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0666666666666669,0.2896213183730715,0.9166666666666666,-0.3903508771929824,-0.5,112.0,3.0,3346,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8666666666666667,-0.3169705469845722,1.0833333333333333,-0.087719298245614,10.5,0.0,0.0,2366,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7333333333333333,-0.2755960729312763,1.0,-0.5175438596491229,0.0,0.0,0.0,652,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3333333333333333,0.655680224403927,1.1666666666666667,-0.2807017543859649,-0.5,0.0,0.0,2566,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8,0.8288920056100981,0.5,-0.0745614035087719,1.0,0.0,0.0,239,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.2223001402524544,1.0,-0.4956140350877193,0.0,364.0,4.0,2478,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.6,-0.3162692847124824,0.5,-0.4605263157894737,0.0,0.0,0.0,1261,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0666666666666666,-0.1107994389901823,0.5833333333333334,-0.3859649122807017,1.5,0.0,0.0,2999,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.4,-0.1157082748948106,-0.0833333333333333,0.0614035087719298,0.0,275.0,3.0,2708,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,-0.2258064516129032,1.0833333333333333,0.4385964912280701,-0.5,0.0,0.0,1629,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1333333333333333,0.5070126227208976,-0.0833333333333333,-0.3640350877192982,-0.5,334.0,2.0,1786,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5333333333333333,1.1598877980364657,-0.8333333333333334,-0.0745614035087719,-0.5,0.0,0.0,4221,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8666666666666667,-0.0399719495091164,-0.0833333333333333,0.9035087719298246,0.5,0.0,0.0,3901,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666666,-0.2776998597475456,1.0833333333333333,0.0394736842105263,-0.5,248.0,1.0,565,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8666666666666667,0.5357643758765779,0.0,1.2587719298245614,0.0,0.0,0.0,422,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8,0.6753155680224404,-1.1666666666666667,-0.1491228070175438,0.5,0.0,0.0,4356,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2666666666666666,-0.2510518934081346,-0.1666666666666666,0.1008771929824561,1.5,0.0,0.0,2247,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,1.14656381486676,1.0833333333333333,-0.6842105263157895,6.0,0.0,0.0,2292,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2666666666666666,-0.1802244039270687,0.0833333333333333,0.0789473684210526,-0.5,0.0,0.0,2368,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5333333333333333,-0.2075736325385694,-0.25,2.0701754385964914,2.5,0.0,0.0,1822,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.093969144460028,-0.8333333333333334,-0.0263157894736842,0.0,0.0,0.0,3970,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.3333333333333333,1.5617110799438991,-0.75,0.043859649122807,-0.5,0.0,0.0,4412,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6,0.0771388499298737,0.4166666666666667,-0.2105263157894736,1.0,0.0,0.0,4078,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0666666666666666,-0.2524544179523141,-0.25,-0.4078947368421052,-0.5,0.0,0.0,3969,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4666666666666667,0.1718092566619916,-0.75,-0.2894736842105263,-0.5,100.0,3.0,2900,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9333333333333332,1.152875175315568,-0.5833333333333334,-0.3552631578947368,-0.5,0.0,0.0,3897,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.1333333333333333,-0.2244039270687237,0.9166666666666666,0.6622807017543859,0.0,0.0,0.0,1664,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,-0.1788218793828892,-0.25,0.1666666666666666,-0.5,183.0,2.0,1748,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3333333333333333,0.0925666199158485,0.1666666666666666,-0.1359649122807017,0.0,0.0,0.0,4242,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,5.4768583450210375,0.5833333333333334,0.0701754385964912,7.0,0.0,0.0,1067,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5333333333333333,-0.9747545582047684,1.0,-0.0394736842105263,0.0,0.0,0.0,3832,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8,-0.4424964936886395,-0.0833333333333333,-0.5745614035087719,0.0,0.0,0.0,2727,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4666666666666667,0.1206171107994389,0.0833333333333333,0.6622807017543859,0.0,184.0,2.0,855,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,-0.3169705469845722,1.0,0.3464912280701754,1.5,0.0,0.0,4288,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0666666666666669,-0.0483870967741935,-0.9166666666666666,0.4473684210526316,-0.5,0.0,0.0,2257,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6666666666666666,0.0722300140252454,-0.0833333333333333,-0.2280701754385964,1.0,0.0,0.0,2874,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6666666666666666,0.0925666199158485,0.0,1.5614035087719298,8.5,0.0,0.0,4192,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,-0.5827489481065918,-0.9166666666666666,0.3333333333333333,-0.5,0.0,0.0,373,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3333333333333333,0.1605890603085554,-0.1666666666666666,1.0614035087719298,0.0,0.0,0.0,2960,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0666666666666666,0.0287517531556802,-0.4166666666666667,1.6140350877192982,-0.5,368.0,7.0,101,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.7580645161290323,-0.9166666666666666,-0.4342105263157895,-0.5,0.0,0.0,4059,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5333333333333333,1.0785413744740533,0.75,-0.337719298245614,1.0,0.0,0.0,2813,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.2666666666666666,-0.2601683029453015,1.0833333333333333,-0.4649122807017544,-0.5,0.0,0.0,3047,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3333333333333333,3.220897615708275,0.4166666666666667,-0.7236842105263158,2.0,176.0,15.0,3272,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.0666666666666666,-0.2068723702664796,-0.0833333333333333,-0.5614035087719298,4.5,367.0,1.0,1426,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.2812061711079944,-0.75,3.504385964912281,-0.5,0.0,0.0,4316,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4666666666666667,0.1430575035063113,0.3333333333333333,-0.1622807017543859,0.0,0.0,0.0,1891,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.0147265077138849,0.9166666666666666,-0.1666666666666666,-0.5,0.0,0.0,3726,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0666666666666666,-0.2377279102384291,-1.0,-0.2587719298245614,-0.5,0.0,0.0,1788,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.1774193548387097,-0.25,-0.3157894736842105,0.0,0.0,0.0,3340,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6,-0.170406732117812,-0.8333333333333334,-0.6798245614035088,0.0,0.0,0.0,355,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5333333333333333,-0.2405329593267882,0.5,0.3640350877192982,-0.5,0.0,0.0,1246,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3333333333333333,-0.2819074333800841,-0.4166666666666667,-0.3464912280701754,0.5,0.0,0.0,3217,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8666666666666667,-0.2314165497896213,-0.6666666666666666,-0.1096491228070175,-0.5,0.0,0.0,2382,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5333333333333333,-0.0084151472650771,-0.3333333333333333,-0.4122807017543859,-0.5,0.0,0.0,3480,0
